ID,CheckHP,CheckAtk,CheckDef,CheckWeight,CheckSpeed,CheckIAS,CheckCRT,CheckMLT,CheckMDK,CheckMFE,CheckMWR,CheckMTR,CheckRLT,CheckRDK,CheckRFE,CheckRWR,CheckRTR,CheckBlood,CheckSkillUp,CheckBounsSkill
1573,V,,,,,,V,V,,V,V,,,,,,,,,
1574,V,,,,,,V,V,,V,,V,,,,,,,,
1575,V,,,,,,V,V,,V,,,,,,,,V,,
1576,V,,,,,,V,V,,,V,V,,,,,,,,
1577,V,,,,,,V,V,,,V,,,,,,,V,,
1578,V,,,,,,V,V,,,,V,,,,,,V,,
1579,V,,,,,,V,,V,V,V,,,,,,,,,
1580,V,,,,,,V,,V,V,,V,,,,,,,,
1581,V,,,,,,V,,V,V,,,,,,,,V,,
1582,V,,,,,,V,,V,,V,V,,,,,,,,
1583,V,,,,,,V,,V,,V,,,,,,,V,,
1584,V,,,,,,V,,V,,,V,,,,,,V,,
1585,V,,,,,,V,,,V,V,V,,,,,,,,
1586,V,,,,,,V,,,V,V,,,,,,,V,,
1587,V,,,,,,V,,,V,,V,,,,,,V,,
1588,V,,,,,,V,,,,V,V,,,,,,V,,
1589,V,,,,,,,V,V,V,V,,,,,,,,,
1590,V,,,,,,,V,V,V,,V,,,,,,,,
1591,V,,,,,,,V,V,V,,,,,,,,V,,
1592,V,,,,,,,V,V,,V,V,,,,,,,,
1593,V,,,,,,,V,V,,V,,,,,,,V,,
1594,V,,,,,,,V,V,,,V,,,,,,V,,
1595,V,,,,,,,V,,V,V,V,,,,,,,,
1596,V,,,,,,,V,,V,V,,,,,,,V,,
1597,V,,,,,,,V,,V,,V,,,,,,V,,
1598,V,,,,,,,V,,,V,V,,,,,,V,,
1599,V,,,,,,,,V,V,V,V,,,,,,,,
1600,V,,,,,,,,V,V,V,,,,,,,V,,
1601,V,,,,,,,,V,V,,V,,,,,,V,,
1602,V,,,,,,,,V,,V,V,,,,,,V,,
1603,V,,,,,,,,,V,V,V,,,,,,V,,
1604,,V,V,,,V,V,V,,,,,,,,,,,,
1605,,V,V,,,V,V,,V,,,,,,,,,,,
1606,,V,V,,,V,V,,,V,,,,,,,,,,
1607,,V,V,,,V,V,,,,V,,,,,,,,,
1608,,V,V,,,V,V,,,,,V,,,,,,,,
1609,,V,V,,,V,V,,,,,,,,,,,V,,
1610,,V,V,,,V,,V,V,,,,,,,,,,,
1611,,V,V,,,V,,V,,V,,,,,,,,,,
1612,,V,V,,,V,,V,,,V,,,,,,,,,
1613,,V,V,,,V,,V,,,,V,,,,,,,,
1614,,V,V,,,V,,V,,,,,,,,,,V,,
1615,,V,V,,,V,,,V,V,,,,,,,,,,
1616,,V,V,,,V,,,V,,V,,,,,,,,,
1617,,V,V,,,V,,,V,,,V,,,,,,,,
1618,,V,V,,,V,,,V,,,,,,,,,V,,
1619,,V,V,,,V,,,,V,V,,,,,,,,,
1620,,V,V,,,V,,,,V,,V,,,,,,,,
1621,,V,V,,,V,,,,V,,,,,,,,V,,
1622,,V,V,,,V,,,,,V,V,,,,,,,,
1623,,V,V,,,V,,,,,V,,,,,,,V,,
1624,,V,V,,,V,,,,,,V,,,,,,V,,
1625,,V,V,,,,V,V,V,,,,,,,,,,,
1626,,V,V,,,,V,V,,V,,,,,,,,,,
1627,,V,V,,,,V,V,,,V,,,,,,,,,
1628,,V,V,,,,V,V,,,,V,,,,,,,,
1629,,V,V,,,,V,V,,,,,,,,,,V,,
1630,,V,V,,,,V,,V,V,,,,,,,,,,
1631,,V,V,,,,V,,V,,V,,,,,,,,,
1632,,V,V,,,,V,,V,,,V,,,,,,,,
1633,,V,V,,,,V,,V,,,,,,,,,V,,
1634,,V,V,,,,V,,,V,V,,,,,,,,,
1635,,V,V,,,,V,,,V,,V,,,,,,,,
1636,,V,V,,,,V,,,V,,,,,,,,V,,
1637,,V,V,,,,V,,,,V,V,,,,,,,,
1638,,V,V,,,,V,,,,V,,,,,,,V,,
1639,,V,V,,,,V,,,,,V,,,,,,V,,
1640,,V,V,,,,,V,V,V,,,,,,,,,,
1641,,V,V,,,,,V,V,,V,,,,,,,,,
1642,,V,V,,,,,V,V,,,V,,,,,,,,
1643,,V,V,,,,,V,V,,,,,,,,,V,,
1644,,V,V,,,,,V,,V,V,,,,,,,,,
1645,,V,V,,,,,V,,V,,V,,,,,,,,
1646,,V,V,,,,,V,,V,,,,,,,,V,,
1647,,V,V,,,,,V,,,V,V,,,,,,,,
1648,,V,V,,,,,V,,,V,,,,,,,V,,
1649,,V,V,,,,,V,,,,V,,,,,,V,,
1650,,V,V,,,,,,V,V,V,,,,,,,,,
1651,,V,V,,,,,,V,V,,V,,,,,,,,
1652,,V,V,,,,,,V,V,,,,,,,,V,,
1653,,V,V,,,,,,V,,V,V,,,,,,,,
1654,,V,V,,,,,,V,,V,,,,,,,V,,
1655,,V,V,,,,,,V,,,V,,,,,,V,,
1656,,V,V,,,,,,,V,V,V,,,,,,,,
1657,,V,V,,,,,,,V,V,,,,,,,V,,
1658,,V,V,,,,,,,V,,V,,,,,,V,,
1659,,V,V,,,,,,,,V,V,,,,,,V,,
1660,,V,,,,V,V,V,V,,,,,,,,,,,
1661,,V,,,,V,V,V,,V,,,,,,,,,,
1662,,V,,,,V,V,V,,,V,,,,,,,,,
1663,,V,,,,V,V,V,,,,V,,,,,,,,
1664,,V,,,,V,V,V,,,,,,,,,,V,,
1665,,V,,,,V,V,,V,V,,,,,,,,,,
1666,,V,,,,V,V,,V,,V,,,,,,,,,
1667,,V,,,,V,V,,V,,,V,,,,,,,,
1668,,V,,,,V,V,,V,,,,,,,,,V,,
1669,,V,,,,V,V,,,V,V,,,,,,,,,
1670,,V,,,,V,V,,,V,,V,,,,,,,,
1671,,V,,,,V,V,,,V,,,,,,,,V,,
1672,,V,,,,V,V,,,,V,V,,,,,,,,
1673,,V,,,,V,V,,,,V,,,,,,,V,,
1674,,V,,,,V,V,,,,,V,,,,,,V,,
1675,,V,,,,V,,V,V,V,,,,,,,,,,
1676,,V,,,,V,,V,V,,V,,,,,,,,,
1677,,V,,,,V,,V,V,,,V,,,,,,,,
1678,,V,,,,V,,V,V,,,,,,,,,V,,
1679,,V,,,,V,,V,,V,V,,,,,,,,,
1680,,V,,,,V,,V,,V,,V,,,,,,,,
1681,,V,,,,V,,V,,V,,,,,,,,V,,
1682,,V,,,,V,,V,,,V,V,,,,,,,,
1683,,V,,,,V,,V,,,V,,,,,,,V,,
1684,,V,,,,V,,V,,,,V,,,,,,V,,
1685,,V,,,,V,,,V,V,V,,,,,,,,,
1686,,V,,,,V,,,V,V,,V,,,,,,,,
1687,,V,,,,V,,,V,V,,,,,,,,V,,
1688,,V,,,,V,,,V,,V,V,,,,,,,,
1689,,V,,,,V,,,V,,V,,,,,,,V,,
1690,,V,,,,V,,,V,,,V,,,,,,V,,
1691,,V,,,,V,,,,V,V,V,,,,,,,,
1692,,V,,,,V,,,,V,V,,,,,,,V,,
1693,,V,,,,V,,,,V,,V,,,,,,V,,
1694,,V,,,,V,,,,,V,V,,,,,,V,,
1695,,V,,,,,V,V,V,V,,,,,,,,,,
1696,,V,,,,,V,V,V,,V,,,,,,,,,
1697,,V,,,,,V,V,V,,,V,,,,,,,,
1698,,V,,,,,V,V,V,,,,,,,,,V,,
1699,,V,,,,,V,V,,V,V,,,,,,,,,
1700,,V,,,,,V,V,,V,,V,,,,,,,,
1701,,V,,,,,V,V,,V,,,,,,,,V,,
1702,,V,,,,,V,V,,,V,V,,,,,,,,
1703,,V,,,,,V,V,,,V,,,,,,,V,,
1704,,V,,,,,V,V,,,,V,,,,,,V,,
1705,,V,,,,,V,,V,V,V,,,,,,,,,
1706,,V,,,,,V,,V,V,,V,,,,,,,,
1707,,V,,,,,V,,V,V,,,,,,,,V,,
1708,,V,,,,,V,,V,,V,V,,,,,,,,
1709,,V,,,,,V,,V,,V,,,,,,,V,,
1710,,V,,,,,V,,V,,,V,,,,,,V,,
1711,,V,,,,,V,,,V,V,V,,,,,,,,
1712,,V,,,,,V,,,V,V,,,,,,,V,,
1713,,V,,,,,V,,,V,,V,,,,,,V,,
1714,,V,,,,,V,,,,V,V,,,,,,V,,
1715,,V,,,,,,V,V,V,V,,,,,,,,,
1716,,V,,,,,,V,V,V,,V,,,,,,,,
1717,,V,,,,,,V,V,V,,,,,,,,V,,
1718,,V,,,,,,V,V,,V,V,,,,,,,,
1719,,V,,,,,,V,V,,V,,,,,,,V,,
1720,,V,,,,,,V,V,,,V,,,,,,V,,
1721,,V,,,,,,V,,V,V,V,,,,,,,,
1722,,V,,,,,,V,,V,V,,,,,,,V,,
1723,,V,,,,,,V,,V,,V,,,,,,V,,
1724,,V,,,,,,V,,,V,V,,,,,,V,,
1725,,V,,,,,,,V,V,V,V,,,,,,,,
1726,,V,,,,,,,V,V,V,,,,,,,V,,
1727,,V,,,,,,,V,V,,V,,,,,,V,,
1728,,V,,,,,,,V,,V,V,,,,,,V,,
1729,,V,,,,,,,,V,V,V,,,,,,V,,
1730,,,V,,,V,V,V,V,,,,,,,,,,,
1731,,,V,,,V,V,V,,V,,,,,,,,,,
1732,,,V,,,V,V,V,,,V,,,,,,,,,
1733,,,V,,,V,V,V,,,,V,,,,,,,,
1734,,,V,,,V,V,V,,,,,,,,,,V,,
1735,,,V,,,V,V,,V,V,,,,,,,,,,
1736,,,V,,,V,V,,V,,V,,,,,,,,,
1737,,,V,,,V,V,,V,,,V,,,,,,,,
1738,,,V,,,V,V,,V,,,,,,,,,V,,
1739,,,V,,,V,V,,,V,V,,,,,,,,,
1740,,,V,,,V,V,,,V,,V,,,,,,,,
1741,,,V,,,V,V,,,V,,,,,,,,V,,
1742,,,V,,,V,V,,,,V,V,,,,,,,,
1743,,,V,,,V,V,,,,V,,,,,,,V,,
1744,,,V,,,V,V,,,,,V,,,,,,V,,
1745,,,V,,,V,,V,V,V,,,,,,,,,,
1746,,,V,,,V,,V,V,,V,,,,,,,,,
1747,,,V,,,V,,V,V,,,V,,,,,,,,
1748,,,V,,,V,,V,V,,,,,,,,,V,,
1749,,,V,,,V,,V,,V,V,,,,,,,,,
1750,,,V,,,V,,V,,V,,V,,,,,,,,
1751,,,V,,,V,,V,,V,,,,,,,,V,,
1752,,,V,,,V,,V,,,V,V,,,,,,,,
1753,,,V,,,V,,V,,,V,,,,,,,V,,
1754,,,V,,,V,,V,,,,V,,,,,,V,,
1755,,,V,,,V,,,V,V,V,,,,,,,,,
1756,,,V,,,V,,,V,V,,V,,,,,,,,
1757,,,V,,,V,,,V,V,,,,,,,,V,,
1758,,,V,,,V,,,V,,V,V,,,,,,,,
1759,,,V,,,V,,,V,,V,,,,,,,V,,
1760,,,V,,,V,,,V,,,V,,,,,,V,,
1761,,,V,,,V,,,,V,V,V,,,,,,,,
1762,,,V,,,V,,,,V,V,,,,,,,V,,
1763,,,V,,,V,,,,V,,V,,,,,,V,,
1764,,,V,,,V,,,,,V,V,,,,,,V,,
1765,,,V,,,,V,V,V,V,,,,,,,,,,
1766,,,V,,,,V,V,V,,V,,,,,,,,,
1767,,,V,,,,V,V,V,,,V,,,,,,,,
1768,,,V,,,,V,V,V,,,,,,,,,V,,
1769,,,V,,,,V,V,,V,V,,,,,,,,,
1770,,,V,,,,V,V,,V,,V,,,,,,,,
1771,,,V,,,,V,V,,V,,,,,,,,V,,
1772,,,V,,,,V,V,,,V,V,,,,,,,,
1773,,,V,,,,V,V,,,V,,,,,,,V,,
1774,,,V,,,,V,V,,,,V,,,,,,V,,
1775,,,V,,,,V,,V,V,V,,,,,,,,,
1776,,,V,,,,V,,V,V,,V,,,,,,,,
1777,,,V,,,,V,,V,V,,,,,,,,V,,
1778,,,V,,,,V,,V,,V,V,,,,,,,,
1779,,,V,,,,V,,V,,V,,,,,,,V,,
1780,,,V,,,,V,,V,,,V,,,,,,V,,
1781,,,V,,,,V,,,V,V,V,,,,,,,,
1782,,,V,,,,V,,,V,V,,,,,,,V,,
1783,,,V,,,,V,,,V,,V,,,,,,V,,
1784,,,V,,,,V,,,,V,V,,,,,,V,,
1785,,,V,,,,,V,V,V,V,,,,,,,,,
1786,,,V,,,,,V,V,V,,V,,,,,,,,
1787,,,V,,,,,V,V,V,,,,,,,,V,,
1788,,,V,,,,,V,V,,V,V,,,,,,,,
1789,,,V,,,,,V,V,,V,,,,,,,V,,
1790,,,V,,,,,V,V,,,V,,,,,,V,,
1791,,,V,,,,,V,,V,V,V,,,,,,,,
1792,,,V,,,,,V,,V,V,,,,,,,V,,
1793,,,V,,,,,V,,V,,V,,,,,,V,,
1794,,,V,,,,,V,,,V,V,,,,,,V,,
1795,,,V,,,,,,V,V,V,V,,,,,,,,
1796,,,V,,,,,,V,V,V,,,,,,,V,,
1797,,,V,,,,,,V,V,,V,,,,,,V,,
1798,,,V,,,,,,V,,V,V,,,,,,V,,
1799,,,V,,,,,,,V,V,V,,,,,,V,,
1800,,,,,,V,V,V,V,V,,,,,,,,,,
1801,,,,,,V,V,V,V,,V,,,,,,,,,
1802,,,,,,V,V,V,V,,,V,,,,,,,,
1803,,,,,,V,V,V,V,,,,,,,,,V,,
1804,,,,,,V,V,V,,V,V,,,,,,,,,
1805,,,,,,V,V,V,,V,,V,,,,,,,,
1806,,,,,,V,V,V,,V,,,,,,,,V,,
1807,,,,,,V,V,V,,,V,V,,,,,,,,
1808,,,,,,V,V,V,,,V,,,,,,,V,,
1809,,,,,,V,V,V,,,,V,,,,,,V,,
1810,,,,,,V,V,,V,V,V,,,,,,,,,
1811,,,,,,V,V,,V,V,,V,,,,,,,,
1812,,,,,,V,V,,V,V,,,,,,,,V,,
1813,,,,,,V,V,,V,,V,V,,,,,,,,
1814,,,,,,V,V,,V,,V,,,,,,,V,,
1815,,,,,,V,V,,V,,,V,,,,,,V,,
1816,,,,,,V,V,,,V,V,V,,,,,,,,
1817,,,,,,V,V,,,V,V,,,,,,,V,,
1818,,,,,,V,V,,,V,,V,,,,,,V,,
1819,,,,,,V,V,,,,V,V,,,,,,V,,
1820,,,,,,V,,V,V,V,V,,,,,,,,,
1821,,,,,,V,,V,V,V,,V,,,,,,,,
1822,,,,,,V,,V,V,V,,,,,,,,V,,
1823,,,,,,V,,V,V,,V,V,,,,,,,,
1824,,,,,,V,,V,V,,V,,,,,,,V,,
1825,,,,,,V,,V,V,,,V,,,,,,V,,
1826,,,,,,V,,V,,V,V,V,,,,,,,,
1827,,,,,,V,,V,,V,V,,,,,,,V,,
1828,,,,,,V,,V,,V,,V,,,,,,V,,
1829,,,,,,V,,V,,,V,V,,,,,,V,,
1830,,,,,,V,,,V,V,V,V,,,,,,,,
1831,,,,,,V,,,V,V,V,,,,,,,V,,
1832,,,,,,V,,,V,V,,V,,,,,,V,,
1833,,,,,,V,,,V,,V,V,,,,,,V,,
1834,,,,,,V,,,,V,V,V,,,,,,V,,
1835,,,,,,,V,V,V,V,V,,,,,,,,,
1836,,,,,,,V,V,V,V,,V,,,,,,,,
1837,,,,,,,V,V,V,V,,,,,,,,V,,
1838,,,,,,,V,V,V,,V,V,,,,,,,,
1839,,,,,,,V,V,V,,V,,,,,,,V,,
1840,,,,,,,V,V,V,,,V,,,,,,V,,
1841,,,,,,,V,V,,V,V,V,,,,,,,,
1842,,,,,,,V,V,,V,V,,,,,,,V,,
1843,,,,,,,V,V,,V,,V,,,,,,V,,
1844,,,,,,,V,V,,,V,V,,,,,,V,,
1845,,,,,,,V,,V,V,V,V,,,,,,,,
1846,,,,,,,V,,V,V,V,,,,,,,V,,
1847,,,,,,,V,,V,V,,V,,,,,,V,,
1848,,,,,,,V,,V,,V,V,,,,,,V,,
1849,,,,,,,V,,,V,V,V,,,,,,V,,
1850,,,,,,,,V,V,V,V,V,,,,,,,,
1851,,,,,,,,V,V,V,V,,,,,,,V,,
1852,,,,,,,,V,V,V,,V,,,,,,V,,
1853,,,,,,,,V,V,,V,V,,,,,,V,,
1854,,,,,,,,V,,V,V,V,,,,,,V,,
1855,,,,,,,,,V,V,V,V,,,,,,V,,
1856,V,V,V,,,V,V,V,,,,,,,,,,,,
1857,V,V,V,,,V,V,,V,,,,,,,,,,,
1858,V,V,V,,,V,V,,,V,,,,,,,,,,
1859,V,V,V,,,V,V,,,,V,,,,,,,,,
1860,V,V,V,,,V,V,,,,,V,,,,,,,,
1861,V,V,V,,,V,V,,,,,,,,,,,V,,
1862,V,V,V,,,V,,V,V,,,,,,,,,,,
1863,V,V,V,,,V,,V,,V,,,,,,,,,,
1864,V,V,V,,,V,,V,,,V,,,,,,,,,
1865,V,V,V,,,V,,V,,,,V,,,,,,,,
1866,V,V,V,,,V,,V,,,,,,,,,,V,,
1867,V,V,V,,,V,,,V,V,,,,,,,,,,
1868,V,V,V,,,V,,,V,,V,,,,,,,,,
1869,V,V,V,,,V,,,V,,,V,,,,,,,,
1870,V,V,V,,,V,,,V,,,,,,,,,V,,
1871,V,V,V,,,V,,,,V,V,,,,,,,,,
1872,V,V,V,,,V,,,,V,,V,,,,,,,,
1873,V,V,V,,,V,,,,V,,,,,,,,V,,
1874,V,V,V,,,V,,,,,V,V,,,,,,,,
1875,V,V,V,,,V,,,,,V,,,,,,,V,,
1876,V,V,V,,,V,,,,,,V,,,,,,V,,
1877,V,V,V,,,,V,V,V,,,,,,,,,,,
1878,V,V,V,,,,V,V,,V,,,,,,,,,,
1879,V,V,V,,,,V,V,,,V,,,,,,,,,
1880,V,V,V,,,,V,V,,,,V,,,,,,,,
1881,V,V,V,,,,V,V,,,,,,,,,,V,,
1882,V,V,V,,,,V,,V,V,,,,,,,,,,
1883,V,V,V,,,,V,,V,,V,,,,,,,,,
1884,V,V,V,,,,V,,V,,,V,,,,,,,,
1885,V,V,V,,,,V,,V,,,,,,,,,V,,
1886,V,V,V,,,,V,,,V,V,,,,,,,,,
1887,V,V,V,,,,V,,,V,,V,,,,,,,,
1888,V,V,V,,,,V,,,V,,,,,,,,V,,
1889,V,V,V,,,,V,,,,V,V,,,,,,,,
1890,V,V,V,,,,V,,,,V,,,,,,,V,,
1891,V,V,V,,,,V,,,,,V,,,,,,V,,
1892,V,V,V,,,,,V,V,V,,,,,,,,,,
1893,V,V,V,,,,,V,V,,V,,,,,,,,,
1894,V,V,V,,,,,V,V,,,V,,,,,,,,
1895,V,V,V,,,,,V,V,,,,,,,,,V,,
1896,V,V,V,,,,,V,,V,V,,,,,,,,,
1897,V,V,V,,,,,V,,V,,V,,,,,,,,
1898,V,V,V,,,,,V,,V,,,,,,,,V,,
1899,V,V,V,,,,,V,,,V,V,,,,,,,,
1900,V,V,V,,,,,V,,,V,,,,,,,V,,
1901,V,V,V,,,,,V,,,,V,,,,,,V,,
1902,V,V,V,,,,,,V,V,V,,,,,,,,,
1903,V,V,V,,,,,,V,V,,V,,,,,,,,
1904,V,V,V,,,,,,V,V,,,,,,,,V,,
1905,V,V,V,,,,,,V,,V,V,,,,,,,,
1906,V,V,V,,,,,,V,,V,,,,,,,V,,
1907,V,V,V,,,,,,V,,,V,,,,,,V,,
1908,V,V,V,,,,,,,V,V,V,,,,,,,,
1909,V,V,V,,,,,,,V,V,,,,,,,V,,
1910,V,V,V,,,,,,,V,,V,,,,,,V,,
1911,V,V,V,,,,,,,,V,V,,,,,,V,,
1912,V,V,,,,V,V,V,V,,,,,,,,,,,
1913,V,V,,,,V,V,V,,V,,,,,,,,,,
1914,V,V,,,,V,V,V,,,V,,,,,,,,,
1915,V,V,,,,V,V,V,,,,V,,,,,,,,
1916,V,V,,,,V,V,V,,,,,,,,,,V,,
1917,V,V,,,,V,V,,V,V,,,,,,,,,,
1918,V,V,,,,V,V,,V,,V,,,,,,,,,
1919,V,V,,,,V,V,,V,,,V,,,,,,,,
1920,V,V,,,,V,V,,V,,,,,,,,,V,,
1921,V,V,,,,V,V,,,V,V,,,,,,,,,
1922,V,V,,,,V,V,,,V,,V,,,,,,,,
1923,V,V,,,,V,V,,,V,,,,,,,,V,,
1924,V,V,,,,V,V,,,,V,V,,,,,,,,
1925,V,V,,,,V,V,,,,V,,,,,,,V,,
1926,V,V,,,,V,V,,,,,V,,,,,,V,,
1927,V,V,,,,V,,V,V,V,,,,,,,,,,
1928,V,V,,,,V,,V,V,,V,,,,,,,,,
1929,V,V,,,,V,,V,V,,,V,,,,,,,,
1930,V,V,,,,V,,V,V,,,,,,,,,V,,
1931,V,V,,,,V,,V,,V,V,,,,,,,,,
1932,V,V,,,,V,,V,,V,,V,,,,,,,,
1933,V,V,,,,V,,V,,V,,,,,,,,V,,
1934,V,V,,,,V,,V,,,V,V,,,,,,,,
1935,V,V,,,,V,,V,,,V,,,,,,,V,,
1936,V,V,,,,V,,V,,,,V,,,,,,V,,
1937,V,V,,,,V,,,V,V,V,,,,,,,,,
1938,V,V,,,,V,,,V,V,,V,,,,,,,,
1939,V,V,,,,V,,,V,V,,,,,,,,V,,
1940,V,V,,,,V,,,V,,V,V,,,,,,,,
1941,V,V,,,,V,,,V,,V,,,,,,,V,,
1942,V,V,,,,V,,,V,,,V,,,,,,V,,
1943,V,V,,,,V,,,,V,V,V,,,,,,,,
1944,V,V,,,,V,,,,V,V,,,,,,,V,,
1945,V,V,,,,V,,,,V,,V,,,,,,V,,
1946,V,V,,,,V,,,,,V,V,,,,,,V,,
1947,V,V,,,,,V,V,V,V,,,,,,,,,,
1948,V,V,,,,,V,V,V,,V,,,,,,,,,
1949,V,V,,,,,V,V,V,,,V,,,,,,,,
1950,V,V,,,,,V,V,V,,,,,,,,,V,,
1951,V,V,,,,,V,V,,V,V,,,,,,,,,
1952,V,V,,,,,V,V,,V,,V,,,,,,,,
1953,V,V,,,,,V,V,,V,,,,,,,,V,,
1954,V,V,,,,,V,V,,,V,V,,,,,,,,
1955,V,V,,,,,V,V,,,V,,,,,,,V,,
1956,V,V,,,,,V,V,,,,V,,,,,,V,,
1957,V,V,,,,,V,,V,V,V,,,,,,,,,
1958,V,V,,,,,V,,V,V,,V,,,,,,,,
1959,V,V,,,,,V,,V,V,,,,,,,,V,,
1960,V,V,,,,,V,,V,,V,V,,,,,,,,
1961,V,V,,,,,V,,V,,V,,,,,,,V,,
1962,V,V,,,,,V,,V,,,V,,,,,,V,,
1963,V,V,,,,,V,,,V,V,V,,,,,,,,
1964,V,V,,,,,V,,,V,V,,,,,,,V,,
1965,V,V,,,,,V,,,V,,V,,,,,,V,,
1966,V,V,,,,,V,,,,V,V,,,,,,V,,
1967,V,V,,,,,,V,V,V,V,,,,,,,,,
1968,V,V,,,,,,V,V,V,,V,,,,,,,,
1969,V,V,,,,,,V,V,V,,,,,,,,V,,
1970,V,V,,,,,,V,V,,V,V,,,,,,,,
1971,V,V,,,,,,V,V,,V,,,,,,,V,,
1972,V,V,,,,,,V,V,,,V,,,,,,V,,
1973,V,V,,,,,,V,,V,V,V,,,,,,,,
1974,V,V,,,,,,V,,V,V,,,,,,,V,,
1975,V,V,,,,,,V,,V,,V,,,,,,V,,
1976,V,V,,,,,,V,,,V,V,,,,,,V,,
1977,V,V,,,,,,,V,V,V,V,,,,,,,,
1978,V,V,,,,,,,V,V,V,,,,,,,V,,
1979,V,V,,,,,,,V,V,,V,,,,,,V,,
1980,V,V,,,,,,,V,,V,V,,,,,,V,,
1981,V,V,,,,,,,,V,V,V,,,,,,V,,
1982,V,,V,,,V,V,V,V,,,,,,,,,,,
1983,V,,V,,,V,V,V,,V,,,,,,,,,,
1984,V,,V,,,V,V,V,,,V,,,,,,,,,
1985,V,,V,,,V,V,V,,,,V,,,,,,,,
1986,V,,V,,,V,V,V,,,,,,,,,,V,,
1987,V,,V,,,V,V,,V,V,,,,,,,,,,
1988,V,,V,,,V,V,,V,,V,,,,,,,,,
1989,V,,V,,,V,V,,V,,,V,,,,,,,,
1990,V,,V,,,V,V,,V,,,,,,,,,V,,
1991,V,,V,,,V,V,,,V,V,,,,,,,,,
1992,V,,V,,,V,V,,,V,,V,,,,,,,,
1993,V,,V,,,V,V,,,V,,,,,,,,V,,
1994,V,,V,,,V,V,,,,V,V,,,,,,,,
1995,V,,V,,,V,V,,,,V,,,,,,,V,,
1996,V,,V,,,V,V,,,,,V,,,,,,V,,
1997,V,,V,,,V,,V,V,V,,,,,,,,,,
1998,V,,V,,,V,,V,V,,V,,,,,,,,,
1999,V,,V,,,V,,V,V,,,V,,,,,,,,
2000,V,,V,,,V,,V,V,,,,,,,,,V,,
2001,V,,V,,,V,,V,,V,V,,,,,,,,,
2002,V,,V,,,V,,V,,V,,V,,,,,,,,
2003,V,,V,,,V,,V,,V,,,,,,,,V,,
2004,V,,V,,,V,,V,,,V,V,,,,,,,,
2005,V,,V,,,V,,V,,,V,,,,,,,V,,
2006,V,,V,,,V,,V,,,,V,,,,,,V,,
2007,V,,V,,,V,,,V,V,V,,,,,,,,,
2008,V,,V,,,V,,,V,V,,V,,,,,,,,
2009,V,,V,,,V,,,V,V,,,,,,,,V,,
2010,V,,V,,,V,,,V,,V,V,,,,,,,,
2011,V,,V,,,V,,,V,,V,,,,,,,V,,
2012,V,,V,,,V,,,V,,,V,,,,,,V,,
2013,V,,V,,,V,,,,V,V,V,,,,,,,,
2014,V,,V,,,V,,,,V,V,,,,,,,V,,
2015,V,,V,,,V,,,,V,,V,,,,,,V,,
2016,V,,V,,,V,,,,,V,V,,,,,,V,,
2017,V,,V,,,,V,V,V,V,,,,,,,,,,
2018,V,,V,,,,V,V,V,,V,,,,,,,,,
2019,V,,V,,,,V,V,V,,,V,,,,,,,,
2020,V,,V,,,,V,V,V,,,,,,,,,V,,
2021,V,,V,,,,V,V,,V,V,,,,,,,,,
2022,V,,V,,,,V,V,,V,,V,,,,,,,,
2023,V,,V,,,,V,V,,V,,,,,,,,V,,
2024,V,,V,,,,V,V,,,V,V,,,,,,,,
2025,V,,V,,,,V,V,,,V,,,,,,,V,,
2026,V,,V,,,,V,V,,,,V,,,,,,V,,
2027,V,,V,,,,V,,V,V,V,,,,,,,,,
2028,V,,V,,,,V,,V,V,,V,,,,,,,,
2029,V,,V,,,,V,,V,V,,,,,,,,V,,
2030,V,,V,,,,V,,V,,V,V,,,,,,,,
2031,V,,V,,,,V,,V,,V,,,,,,,V,,
2032,V,,V,,,,V,,V,,,V,,,,,,V,,
2033,V,,V,,,,V,,,V,V,V,,,,,,,,
2034,V,,V,,,,V,,,V,V,,,,,,,V,,
2035,V,,V,,,,V,,,V,,V,,,,,,V,,
2036,V,,V,,,,V,,,,V,V,,,,,,V,,
2037,V,,V,,,,,V,V,V,V,,,,,,,,,
2038,V,,V,,,,,V,V,V,,V,,,,,,,,
2039,V,,V,,,,,V,V,V,,,,,,,,V,,
2040,V,,V,,,,,V,V,,V,V,,,,,,,,
2041,V,,V,,,,,V,V,,V,,,,,,,V,,
2042,V,,V,,,,,V,V,,,V,,,,,,V,,
2043,V,,V,,,,,V,,V,V,V,,,,,,,,
2044,V,,V,,,,,V,,V,V,,,,,,,V,,
2045,V,,V,,,,,V,,V,,V,,,,,,V,,
2046,V,,V,,,,,V,,,V,V,,,,,,V,,
2047,V,,V,,,,,,V,V,V,V,,,,,,,,
2048,V,,V,,,,,,V,V,V,,,,,,,V,,
2049,V,,V,,,,,,V,V,,V,,,,,,V,,
2050,V,,V,,,,,,V,,V,V,,,,,,V,,
2051,V,,V,,,,,,,V,V,V,,,,,,V,,
2052,V,,,,,V,V,V,V,V,,,,,,,,,,
2053,V,,,,,V,V,V,V,,V,,,,,,,,,
2054,V,,,,,V,V,V,V,,,V,,,,,,,,
2055,V,,,,,V,V,V,V,,,,,,,,,V,,
2056,V,,,,,V,V,V,,V,V,,,,,,,,,
2057,V,,,,,V,V,V,,V,,V,,,,,,,,
2058,V,,,,,V,V,V,,V,,,,,,,,V,,
2059,V,,,,,V,V,V,,,V,V,,,,,,,,
