ID,RoleID,Name,Model,Type,Icon,Animation_Idle,Animation_Hit_1,Animation_Hit_2,Animation_TakeOFF,R18PositionIDs,SFWPositionIDs,Animation_TakeOFF_Idle,TraininRewards,Intimacy,Exp,Description,LockIntimacy,LockItem,Step2LockItem,Step2Rewards,Step2Description,VersionControl
310206,10001,T_TrainingAction_Name_310201,Player/P10_Sex_03,Sex,,P10_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310206-308,,,T_TrainingAction_Description_310001,12,,310206,3102061-308,T_TrainingAction_Step2Description_310201,353-719-56
310207,8001,T_TrainingAction_Name_310201,Player/P08_Sex_03,Sex,,P08_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310207-308,,,T_TrainingAction_Description_310001,12,,310207,3102071-308,T_TrainingAction_Step2Description_310201,720-56
310208,2001,T_TrainingAction_Name_310201,Player/P02_Sex_03,Sex,,P07_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310208-308,,,T_TrainingAction_Description_310001,12,,310208,3102081-308,T_TrainingAction_Step2Description_310201,351-727-56
310209,4001,T_TrainingAction_Name_310201,Player/P04_Sex_03,Sex,,P04_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310209-308,,,T_TrainingAction_Description_310001,12,,310209,3102091-308,T_TrainingAction_Step2Description_310201,728-56
310210,1001,T_TrainingAction_Name_310201,Player/P01_Sex_03,Sex,,P01_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310210-308,,,T_TrainingAction_Description_310001,12,,310210,3102101-308,T_TrainingAction_Step2Description_310201,732-56
310211,6001,T_TrainingAction_Name_310201,Player/P06_Sex_03,Sex,,P06_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310211-308,,,T_TrainingAction_Description_310001,12,,310211,3102111-308,T_TrainingAction_Step2Description_310201,741-56
310212,15001,T_TrainingAction_Name_310201,Player/P15_Sex_03,Sex,,P15_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310212-308,,,T_TrainingAction_Description_310001,12,,310212,3102121-308,T_TrainingAction_Step2Description_310201,358-758-56
310213,12001,T_TrainingAction_Name_310201,Player/P12_Sex_03,Sex,,P12_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310213-308,,,T_TrainingAction_Description_310001,12,,310213,3102131-308,T_TrainingAction_Step2Description_310201,355-759-56
310214,18001,T_TrainingAction_Name_310201,Player/P18_Sex_03,Sex,,P18_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310214-308,,,T_TrainingAction_Description_310001,12,,310214,3102141-308,T_TrainingAction_Step2Description_310201,361-772-56
310215,20001,T_TrainingAction_Name_310201,Player/P20_Sex_03,Sex,,P20_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310215-308,,,T_TrainingAction_Description_310001,12,,310215,3102151-308,T_TrainingAction_Step2Description_310201,363-56
310216,22001,T_TrainingAction_Name_310201,Player/P22_Sex_03,Sex,,P22_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310216-308,,,T_TrainingAction_Description_310001,12,,310216,3102161-308,T_TrainingAction_Step2Description_310201,365-56
310217,26001,T_TrainingAction_Name_310201,Player/P26_Sex_03,Sex,,P26_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310217-308,,,T_TrainingAction_Description_310001,12,,310217,3102171-308,T_TrainingAction_Step2Description_310201,371-56
310218,23001,T_TrainingAction_Name_310201,Player/P23_Sex_03,Sex,,P23_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310218-308,,,T_TrainingAction_Description_310001,12,,310218,3102181-308,T_TrainingAction_Step2Description_310201,368-56
310219,29001,T_TrainingAction_Name_310201,Player/P29_Sex_03,Sex,,P29_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310219-308,,,T_TrainingAction_Description_310001,12,,310219,3102191-308,T_TrainingAction_Step2Description_310201,374-56
310220,31001,T_TrainingAction_Name_310201,Player/P31_Sex_03,Sex,,P31_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310220-308,,,T_TrainingAction_Description_310001,12,,310220,3102201-308,T_TrainingAction_Step2Description_310201,376-56
310221,28001,T_TrainingAction_Name_310201,Player/P28_Sex_03,Sex,,P28_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310221-308,,,T_TrainingAction_Description_310001,12,,310221,3102211-308,T_TrainingAction_Step2Description_310201,373-56
310222,30001,T_TrainingAction_Name_310201,Player/P30_Sex_03,Sex,,P30_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310222-308,,,T_TrainingAction_Description_310001,12,,310222,3102221-308,T_TrainingAction_Step2Description_310201,375-56
310223,35001,T_TrainingAction_Name_310201,Player/P35_Sex_03,Sex,,P35_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310223-308,,,T_TrainingAction_Description_310001,12,,310223,3102231-308,T_TrainingAction_Step2Description_310201,380-56
310224,37001,T_TrainingAction_Name_310201,Player/P37_Sex_03,Sex,,P37_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310224-308,,,T_TrainingAction_Description_310001,12,,310224,3102241-308,T_TrainingAction_Step2Description_310201,382-56
310225,34001,T_TrainingAction_Name_310201,Player/P34_Sex_03,Sex,,P34_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310225-308,,,T_TrainingAction_Description_310001,12,,310225,3102251-308,T_TrainingAction_Step2Description_310201,525-379-56
310226,39001,T_TrainingAction_Name_310201,Player/P39_Sex_03,Sex,,P39_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310226-308,,,T_TrainingAction_Description_310001,12,,310226,3102261-308,T_TrainingAction_Step2Description_310201,384-56
310227,10041001,T_TrainingAction_Name_310201,Player/P41_Sex_03,Sex,,P41_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310227-308,,,T_TrainingAction_Description_310001,12,,310227,3102271-308,T_TrainingAction_Step2Description_310201,386-56
310228,38001,T_TrainingAction_Name_310201,Player/P38_Sex_03,Sex,,P38_stand,,,,R01_03_1-R01_03_2-R02_03_1-R02_03_2-R02_03_3-R02_03_4-R02_03_5,R01_GYM_03_1-R01_GYM_03_2-R02_GYM_03_1-R02_GYM_03_2-R02_GYM_03_3-R02_GYM_03_4-R02_GYM_03_5,,310228-308,,,T_TrainingAction_Description_310001,12,,310228,3102281-308,T_TrainingAction_Step2Description_310201,533-383-56
310301,10001,T_TrainingAction_Name_310301,Player/P10_Sex_04,Sex,,P10_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310301-308,,,T_TrainingAction_Description_310001,12,,310301,3103011-308,T_TrainingAction_Step2Description_310301,353-717-56
310302,7001,T_TrainingAction_Name_310301,Player/P07_Sex_04,Sex,,P07_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310302-308,,,T_TrainingAction_Description_310001,12,,310302,3103021-308,T_TrainingAction_Step2Description_310301,718-56
310303,11001,T_TrainingAction_Name_310301,Player/P11_Sex_04,Sex,,P11_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310303-308,,,T_TrainingAction_Description_310001,12,,310303,3103031-308,T_TrainingAction_Step2Description_310301,354-724-56
310304,3001,T_TrainingAction_Name_310301,Player/P03_Sex_04,Sex,,P03_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310304-308,,,T_TrainingAction_Description_310001,12,,310304,3103041-308,T_TrainingAction_Step2Description_310301,725-56
310305,9001,T_TrainingAction_Name_310301,Player/P09_Sex_04,Sex,,P09_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310305-308,,,T_TrainingAction_Description_310001,12,,310305,3103051-308,T_TrainingAction_Step2Description_310301,352-730-56
310306,6001,T_TrainingAction_Name_310301,Player/P06_Sex_04,Sex,,P06_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310306-308,,,T_TrainingAction_Description_310001,12,,310306,3103061-308,T_TrainingAction_Step2Description_310301,731-56
310307,2001,T_TrainingAction_Name_310301,Player/P02_Sex_04,Sex,,P02_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310307-308,,,T_TrainingAction_Description_310001,12,,310307,3103071-308,T_TrainingAction_Step2Description_310301,351-739-56
310308,1001,T_TrainingAction_Name_310301,Player/P01_Sex_04,Sex,,P01_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310308-308,,,T_TrainingAction_Description_310001,12,,310308,3103081-308,T_TrainingAction_Step2Description_310301,740-56
310309,4001,T_TrainingAction_Name_310301,Player/P04_Sex_04,Sex,,P04_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310309-308,,,T_TrainingAction_Description_310001,12,,310309,3103091-308,T_TrainingAction_Step2Description_310301,749-56
310310,14001,T_TrainingAction_Name_310301,Player/P14_Sex_04,Sex,,P14_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310310-308,,,T_TrainingAction_Description_310001,12,,310310,3103101-308,T_TrainingAction_Step2Description_310301,357-753-56
310311,13001,T_TrainingAction_Name_310301,Player/P13_Sex_04,Sex,,P13_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310311-308,,,T_TrainingAction_Description_310001,12,,310311,3103111-308,T_TrainingAction_Step2Description_310301,356-762-56
310312,8001,T_TrainingAction_Name_310301,Player/P08_Sex_04,Sex,,P08_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310312-308,,,T_TrainingAction_Description_310001,12,,310312,3103121-308,T_TrainingAction_Step2Description_310301,763-56
310313,17001,T_TrainingAction_Name_310301,Player/P17_Sex_04,Sex,,P17_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310313-308,,,T_TrainingAction_Description_310001,12,,310313,3103131-308,T_TrainingAction_Step2Description_310301,360-767-56
310314,20001,T_TrainingAction_Name_310301,Player/P20_Sex_04,Sex,,P20_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310314-308,,,T_TrainingAction_Description_310001,12,,310314,3103141-308,T_TrainingAction_Step2Description_310301,363-56
310315,22001,T_TrainingAction_Name_310301,Player/P22_Sex_04,Sex,,P22_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310315-308,,,T_TrainingAction_Description_310001,12,,310315,3103151-308,T_TrainingAction_Step2Description_310301,365-56
310316,21001,T_TrainingAction_Name_310301,Player/P21_Sex_04,Sex,,P21_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310316-308,,,T_TrainingAction_Description_310001,12,,310316,3103161-308,T_TrainingAction_Step2Description_310301,364-56
310317,25001,T_TrainingAction_Name_310301,Player/P25_Sex_04,Sex,,P25_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310317-308,,,T_TrainingAction_Description_310001,12,,310317,3103171-308,T_TrainingAction_Step2Description_310301,370-56
310318,91001,T_TrainingAction_Name_310301,Player/P91_Sex_04,Sex,,P91_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310318-308,,,T_TrainingAction_Description_310001,12,,310318,3103181-308,T_TrainingAction_Step2Description_310318,367-56
310319,28001,T_TrainingAction_Name_310301,Player/P28_Sex_04,Sex,,P28_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310319-308,,,T_TrainingAction_Description_310001,12,,310319,3103191-308,T_TrainingAction_Step2Description_310318,373-56
310320,30001,T_TrainingAction_Name_310301,Player/P30_Sex_04,Sex,,P30_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310320-308,,,T_TrainingAction_Description_310001,12,,310320,3103201-308,T_TrainingAction_Step2Description_310318,375-56
310321,32001,T_TrainingAction_Name_310301,Player/P32_Sex_04,Sex,,P32_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310321-308,,,T_TrainingAction_Description_310001,12,,310321,3103211-308,T_TrainingAction_Step2Description_310318,377-56
310322,33001,T_TrainingAction_Name_310301,Player/P33_Sex_04,Sex,,P33_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310322-308,,,T_TrainingAction_Description_310001,12,,310322,3103221-308,T_TrainingAction_Step2Description_310318,523-378-56
310323,10040001,T_TrainingAction_Name_310301,Player/P40_Sex_04,Sex,,P40_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310323-308,,,T_TrainingAction_Description_310001,12,,310323,3103231-308,T_TrainingAction_Step2Description_310318,385-56
310324,10042001,T_TrainingAction_Name_310301,Player/P42_Sex_04,Sex,,P42_stand,,,,R01_04_2-R02_04_1-R02_04_2-R02_04_3-R02_04_4-R02_04_5,R01_GYM_04_2-R02_GYM_04_1-R02_GYM_04_2-R02_GYM_04_3-R02_GYM_04_4-R02_GYM_04_5,,310324-308,,,T_TrainingAction_Description_310001,12,,310324,3103241-308,T_TrainingAction_Step2Description_310318,387-56
310401,12001,T_TrainingAction_Name_310401,Player/P12_Sex_05,Sex,,P12_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310401-308,,,T_TrainingAction_Description_310001,12,,310401,3104011-308,T_TrainingAction_Step2Description_310401,355-735-56
310402,5001,T_TrainingAction_Name_310401,Player/P05_Sex_05,Sex,,P05_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310402-308,,,T_TrainingAction_Description_310001,12,,310402,3104021-308,T_TrainingAction_Step2Description_310401,736-56
310403,9001,T_TrainingAction_Name_310401,Player/P09_Sex_05,Sex,,P09_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310403-308,,,T_TrainingAction_Description_310001,12,,310403,3104031-308,T_TrainingAction_Step2Description_310401,352-742-56
310404,7001,T_TrainingAction_Name_310401,Player/P07_Sex_05,Sex,,P07_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310404-308,,,T_TrainingAction_Description_310001,12,,310404,3104041-308,T_TrainingAction_Step2Description_310401,743-56
310405,11001,T_TrainingAction_Name_310401,Player/P11_Sex_05,Sex,,P11_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310405-308,,,T_TrainingAction_Description_310001,12,,310405,3104051-308,T_TrainingAction_Step2Description_310401,354-747-56
310406,1001,T_TrainingAction_Name_310401,Player/P01_Sex_05,Sex,,P01_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310406-308,,,T_TrainingAction_Description_310001,12,,310406,3104061-308,T_TrainingAction_Step2Description_310401,748-56
310407,16001,T_TrainingAction_Name_310401,Player/P16_Sex_05,Sex,,P16_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310407-308,,,T_TrainingAction_Description_310001,12,,310407,3104071-308,T_TrainingAction_Step2Description_310401,359-764-56
310408,13001,T_TrainingAction_Name_310401,Player/P13_Sex_05,Sex,,P13_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310408-308,,,T_TrainingAction_Description_310001,12,,310408,3104081-308,T_TrainingAction_Step2Description_310401,356-770-56
310409,19001,T_TrainingAction_Name_310401,Player/P19_Sex_05,Sex,,P19_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310409-308,,,T_TrainingAction_Description_310001,12,,310409,3104091-308,T_TrainingAction_Step2Description_310401,362-773-56
310410,21001,T_TrainingAction_Name_310401,Player/P21_Sex_05,Sex,,P21_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310410-308,,,T_TrainingAction_Description_310001,12,,310410,3104101-308,T_TrainingAction_Step2Description_310401,364-56
310411,90001,T_TrainingAction_Name_310401,Player/P90_Sex_05,Sex,,P90_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310411-308,,,T_TrainingAction_Description_310001,12,,310411,3104111-308,T_TrainingAction_Step2Description_310401,366-56
310412,23001,T_TrainingAction_Name_310401,Player/P23_Sex_05,Sex,,P23_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310412-308,,,T_TrainingAction_Description_310001,12,,310412,3104121-308,T_TrainingAction_Step2Description_310401,368-56
310413,25001,T_TrainingAction_Name_310401,Player/P25_Sex_05,Sex,,P25_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310413-308,,,T_TrainingAction_Description_310001,12,,310413,3104131-308,T_TrainingAction_Step2Description_310401,370-56
310414,27001,T_TrainingAction_Name_310401,Player/P27_Sex_05,Sex,,P27_stand,,,,R01_05_1-R01_05_2-R02_05_1-R02_05_2-R02_05_3-R02_05_4-R02_05_5,R01_GYM_05_1-R01_GYM_05_2-R02_GYM_05_1-R02_GYM_05_2-R02_GYM_05_3-R02_GYM_05_4-R02_GYM_05_5,,310414-308,,,T_TrainingAction_Description_310001,12,,310414,3104141-308,T_TrainingAction_Step2Description_310401,372-56-59
