Type,PlayerID,AttributeID,Part,Color,TotalLevel
2,6,2030127,,0-1-2-3-4,127
2,6,2030128,,0-1-2-3-4,128
2,6,2030129,,0-1-2-3-4,129
2,6,2030130,,0-1-2-3-4,130
2,6,2030131,,0-1-2-3-4,131
2,6,2030132,,0-1-2-3-4,132
2,6,2030133,,0-1-2-3-4,133
2,6,2030134,,0-1-2-3-4,134
2,6,2030135,,0-1-2-3-4,135
2,6,2030136,,0-1-2-3-4,136
2,6,2030137,,0-1-2-3-4,137
2,6,2030138,,0-1-2-3-4,138
2,6,2030139,,0-1-2-3-4,139
2,6,2030140,,0-1-2-3-4,140
2,6,2030141,,0-1-2-3-4,141
2,6,2030142,,0-1-2-3-4,142
2,6,2030143,,0-1-2-3-4,143
2,6,2030144,,0-1-2-3-4,144
2,6,2030145,,0-1-2-3-4,145
2,6,2030146,,0-1-2-3-4,146
2,6,2030147,,0-1-2-3-4,147
2,6,2030148,,0-1-2-3-4,148
2,6,2030149,,0-1-2-3-4,149
2,6,2030150,,0-1-2-3-4,150
2,6,2030151,,0-1-2-3-4,151
2,6,2030152,,0-1-2-3-4,152
2,6,2030153,,0-1-2-3-4,153
2,6,2030154,,0-1-2-3-4,154
2,6,2030155,,0-1-2-3-4,155
2,6,2030156,,0-1-2-3-4,156
2,6,2030157,,0-1-2-3-4,157
2,6,2030158,,0-1-2-3-4,158
2,6,2030159,,0-1-2-3-4,159
2,6,2030160,,0-1-2-3-4,160
2,6,2030161,,0-1-2-3-4,161
2,6,2030162,,0-1-2-3-4,162
2,6,2030163,,0-1-2-3-4,163
2,6,2030164,,0-1-2-3-4,164
2,6,2030165,,0-1-2-3-4,165
3,3,4001,9-10,0-1-2-3-4,1
3,3,4002,9-10,0-1-2-3-4,2
3,3,4003,9-10,0-1-2-3-4,4
3,3,4004,9-10,0-1-2-3-4,6
3,3,4005,9-10,0-1-2-3-4,8
3,3,4006,9-10,0-1-2-3-4,11
3,3,4007,9-10,0-1-2-3-4,14
3,3,4008,9-10,0-1-2-3-4,17
3,3,4009,9-10,0-1-2-3-4,20
3,3,4010,9-10,0-1-2-3-4,24
3,3,4011,9-10,0-1-2-3-4,28
3,3,4012,9-10,0-1-2-3-4,32
3,3,4013,9-10,0-1-2-3-4,36
3,3,4014,9-10,0-1-2-3-4,40
3,3,4015,9-10,0-1-2-3-4,44
3,3,4016,9-10,0-1-2-3-4,48
3,3,4017,9-10,0-1-2-3-4,52
3,3,4018,9-10,0-1-2-3-4,56
3,3,4019,9-10,0-1-2-3-4,60
3,3,4020,9-10,0-1-2-3-4,64
3,3,4021,9-10,0-1-2-3-4,68
3,3,4022,9-10,0-1-2-3-4,72
3,3,4023,9-10,0-1-2-3-4,76
3,3,4024,9-10,0-1-2-3-4,80
3,3,4025,9-10,0-1-2-3-4,84
3,3,4026,9-10,0-1-2-3-4,88
3,3,4027,9-10,0-1-2-3-4,92
3,3,4028,9-10,0-1-2-3-4,96
3,3,4029,9-10,0-1-2-3-4,100
3,3,4030,9-10,0-1-2-3-4,104
3,4,4101,9-10,0-1-2-3-4,1
3,4,4102,9-10,0-1-2-3-4,2
3,4,4103,9-10,0-1-2-3-4,4
3,4,4104,9-10,0-1-2-3-4,6
3,4,4105,9-10,0-1-2-3-4,8
3,4,4106,9-10,0-1-2-3-4,11
3,4,4107,9-10,0-1-2-3-4,14
3,4,4108,9-10,0-1-2-3-4,17
3,4,4109,9-10,0-1-2-3-4,20
3,4,4110,9-10,0-1-2-3-4,24
3,4,4111,9-10,0-1-2-3-4,28
3,4,4112,9-10,0-1-2-3-4,32
3,4,4113,9-10,0-1-2-3-4,36
3,4,4114,9-10,0-1-2-3-4,40
3,4,4115,9-10,0-1-2-3-4,44
3,4,4116,9-10,0-1-2-3-4,48
3,4,4117,9-10,0-1-2-3-4,52
3,4,4118,9-10,0-1-2-3-4,56
3,4,4119,9-10,0-1-2-3-4,60
3,4,4120,9-10,0-1-2-3-4,64
3,4,4121,9-10,0-1-2-3-4,68
3,4,4122,9-10,0-1-2-3-4,72
3,4,4123,9-10,0-1-2-3-4,76
3,4,4124,9-10,0-1-2-3-4,80
3,4,4125,9-10,0-1-2-3-4,84
3,4,4126,9-10,0-1-2-3-4,88
3,4,4127,9-10,0-1-2-3-4,92
3,4,4128,9-10,0-1-2-3-4,96
3,4,4129,9-10,0-1-2-3-4,100
3,4,4130,9-10,0-1-2-3-4,104
3,5,4201,9-10,0-1-2-3-4,1
3,5,4202,9-10,0-1-2-3-4,2
3,5,4203,9-10,0-1-2-3-4,4
3,5,4204,9-10,0-1-2-3-4,6
3,5,4205,9-10,0-1-2-3-4,8
3,5,4206,9-10,0-1-2-3-4,11
3,5,4207,9-10,0-1-2-3-4,14
3,5,4208,9-10,0-1-2-3-4,17
3,5,4209,9-10,0-1-2-3-4,20
3,5,4210,9-10,0-1-2-3-4,24
3,5,4211,9-10,0-1-2-3-4,28
3,5,4212,9-10,0-1-2-3-4,32
3,5,4213,9-10,0-1-2-3-4,36
3,5,4214,9-10,0-1-2-3-4,40
3,5,4215,9-10,0-1-2-3-4,44
3,5,4216,9-10,0-1-2-3-4,48
3,5,4217,9-10,0-1-2-3-4,52
3,5,4218,9-10,0-1-2-3-4,56
3,5,4219,9-10,0-1-2-3-4,60
3,5,4220,9-10,0-1-2-3-4,64
3,5,4221,9-10,0-1-2-3-4,68
3,5,4222,9-10,0-1-2-3-4,72
3,5,4223,9-10,0-1-2-3-4,76
3,5,4224,9-10,0-1-2-3-4,80
3,5,4225,9-10,0-1-2-3-4,84
3,5,4226,9-10,0-1-2-3-4,88
3,5,4227,9-10,0-1-2-3-4,92
3,5,4228,9-10,0-1-2-3-4,96
3,5,4229,9-10,0-1-2-3-4,100
3,5,4230,9-10,0-1-2-3-4,104
3,6,4301,9-10,0-1-2-3-4,1
3,6,4302,9-10,0-1-2-3-4,2
3,6,4303,9-10,0-1-2-3-4,4
3,6,4304,9-10,0-1-2-3-4,6
3,6,4305,9-10,0-1-2-3-4,8
3,6,4306,9-10,0-1-2-3-4,11
3,6,4307,9-10,0-1-2-3-4,14
3,6,4308,9-10,0-1-2-3-4,17
3,6,4309,9-10,0-1-2-3-4,20
3,6,4310,9-10,0-1-2-3-4,24
3,6,4311,9-10,0-1-2-3-4,28
3,6,4312,9-10,0-1-2-3-4,32
3,6,4313,9-10,0-1-2-3-4,36
3,6,4314,9-10,0-1-2-3-4,40
3,6,4315,9-10,0-1-2-3-4,44
3,6,4316,9-10,0-1-2-3-4,48
3,6,4317,9-10,0-1-2-3-4,52
3,6,4318,9-10,0-1-2-3-4,56
3,6,4319,9-10,0-1-2-3-4,60
3,6,4320,9-10,0-1-2-3-4,64
3,6,4321,9-10,0-1-2-3-4,68
3,6,4322,9-10,0-1-2-3-4,72
3,6,4323,9-10,0-1-2-3-4,76
3,6,4324,9-10,0-1-2-3-4,80
3,6,4325,9-10,0-1-2-3-4,84
3,6,4326,9-10,0-1-2-3-4,88
3,6,4327,9-10,0-1-2-3-4,92
3,6,4328,9-10,0-1-2-3-4,96
3,6,4329,9-10,0-1-2-3-4,100
3,6,4330,9-10,0-1-2-3-4,104
