ID,ShowID,Highlight,Role1,RoleMotion1,RoleScale1,RoleColor1,RoleEffects1,Role2,RoleMotion2,RoleScale2,RoleColor2,RoleEffects2,Role3,RoleMotion3,RoleScale3,RoleColor3,RoleEffects3,Sound,Music,DialogImagePerfab,ShowType,Speaker,Dialog,CantSkip,DialogType
P034_N_1_34,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P034_N_1_34,,
P034_N_1_35,,,P034_000_Shy,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P34_01/P34_general_02,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_1_35,,
P034_N_1_36,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P001_4_20,,
P034_N_1_37,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P034_N_1_37,,
P034_N_1_38,,,P034_000_Confused,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P34_01/P34_gift_03,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_1_38,,
P034_N_1_39,,,,sleftout,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P001_4_5,,
P034_N_1_40,,,no,,,,,,,,#FFFFFFFF,,,,,,,player/Player/R18_P06_01/P006_general_01,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P034_N_1_40,,
P034_N_1_41,,,P034_000_Confused,sleft,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P34_01/P34_general_04,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_1_41,,
P034_N_1_42,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P034_N_1_42,,
P034_N_1_43,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,player/Player/R18_P06_01/P006_general_02,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P034_N_1_43,,
P034_N_1_44,,,,,,#8e8e8eFF,,P006_000_Shy,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P001_1_2,T_Dialog_Dialog_P034_N_1_44,,
P034_N_1_45,,,P034_000_Surprised,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P34_01/P34_general_16,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P002_1_7,,
P034_N_1_46,,,no,,,,,no,,,,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_1_46,,
P034_N_1_47,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_1_47,,
P034_N_2_01,P034_N_2,,,,,,,,,,,,,,,,,,bgm_scene_10,Icon/Images01_BG/S001,,,T_Dialog_Dialog_P034_N_2_01,,
P034_N_2_02,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_N_2_02,,
P034_N_2_03,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_N_2_03,,
P034_N_2_04,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_N_2_04,,
P034_N_2_05,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P001_4_5,,
P034_N_2_06,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_N_2_06,,
P034_N_2_07,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_N_2_07,,
P034_N_2_08,,,,,,,,,,,,,,,,,,,,Icon/Images01_BG/S010,,,T_Dialog_Dialog_P034_N_2_08,,
P034_N_2_09,,,,,,,,,,,,,P005_000_Helpless,,,#FFFFFFFF,,player/Player/R18_P05_01/P005_General_01,,,,T_Dialog_Speaker_P002_1_21,T_Dialog_Dialog_P034_N_2_09,,
P034_N_2_10,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P034_N_2_10,,
P034_N_2_11,,,,,,,,,,,,,P005_000_Laugh,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_2_11,,
P034_N_2_12,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_N_2_12,,
P034_N_2_13,,,,,,,,,,,,,,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_2_13,,
P034_N_2_14,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P034_N_2_14,,
P034_N_2_15,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_N_2_15,,
P034_N_2_16,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P034_N_2_16,,
P034_N_2_17,,,,,,,,,,,,,P005_000_Normal,,,#FFFFFFFF,,player/Player/R18_P05_01/P005_General_06,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_2_17,,
P034_N_2_18,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P034_N_2_18,,
P034_N_2_19,,,,,,,,,,,,,P005_000_Surprise,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_2_19,,
P034_N_2_20,,,,,,,,,,,,,P005_000_Laugh,,,#FFFFFFFF,,player/Player/R18_P05_01/P005_General_05,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_2_20,,
P034_N_2_21,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_N_2_21,,
P034_N_2_22,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P034_N_2_22,,
P034_N_2_23,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P034_N_2_23,,
P034_N_2_24,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P034_N_2_24,,
P034_N_2_25,,,,,,,,,,,,,,,,#FFFFFFFF,,player/Player/R18_P05_01/P005_General_02,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_2_25,,
P034_N_2_26,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P034_N_2_26,,
P034_N_2_27,,,,,,,,,,,,,P005_000_Surprise,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_N_2_27,,
P034_N_2_28,,,,,,,,,,,,,no,,,,,se_h_stripe,BGM00,,,,T_Dialog_Dialog_P034_N_2_28,,
P034_N_2_29,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_N_2_29,,
P034_N_2_30,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P001_4_5,,
P034_N_2_31,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_N_2_31,,
P034_N_2_32,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_N_2_32,,
P034_N_2_33,,,,,,,,,,,,,P034_000_Smug,,,#FFFFFFFF,,,FreeBgm_03,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_2_33,,
P034_N_2_34,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_N_2_34,,
P034_N_2_35,,,,,,,,,,,,,P034_000_Angry,,,#FFFFFFFF,,player/Player/R18_P34_01/P34_skill_02,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_2_35,,
P034_N_2_36,,,,,,,,,,,,,no,,,,,,,,,,T_Dialog_Dialog_P034_N_2_36,,
P034_h1_01,P034_h1,,,,,,,,,,,,,,,,,,BGM02,Icon/Images01_BG/S035,,T_Dialog_Speaker_P002_1_21,T_Dialog_Dialog_P034_N_1_01,,
P034_h1_02,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_1_02,,
P034_h1_03,,,P034_000_Confused,,,#8e8e8eFF,,P005_000_Laugh,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_1_03,,
P034_h1_04,,,,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P34_01/P34_general_05,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_1_04,,
P034_h1_05,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,player/Player/R18_P05_01/P005_General_05,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_1_05,,
P034_h1_06,,,,,,#8e8e8eFF,,P005_000_Normal,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_1_06,,
P034_h1_07,,,,,,#8e8e8eFF,,P005_000_Laugh,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_1_07,,
P034_h1_08,,,,shake,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P34_01/P34_general_12,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_1_08,,
P034_h1_09,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_1_09,,
P034_h1_10,,,,,,#8e8e8eFF,,,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_1_10,,
P034_h1_11,,,P034_000_Surprised,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_1_11,,
P034_h1_12,,,,,,#8e8e8eFF,,P005_000_Surprise,,,#FFFFFFFF,,,,,,,player/Player/R18_P05_01/P005_General_02,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_1_12,,
P034_h1_13,,,,,,#8e8e8eFF,,P005_000_Laugh,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_N_1_13,,
P034_h1_14,,,P034_000_Sad,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P34_01/P34_general_19,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_1_14,,
P034_h1_15,,,no,,,,,no,,,,,P000_001,,,,,,,Icon/Images01_BG/BG_Black,,,T_Dialog_Speaker_P001_1_3,,
P034_h1_16,,,,,,,,,,,,,P034_000_Shy,,,#FFFFFFFF,,,,Icon/Images01_BG/S035,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_N_1_16,,
P034_h1_17,,,P034_000_Shy,,,#8e8e8eFF,,P005_000_Surprise,,,#FFFFFFFF,,no,,,,,player/Player/R18_P05_01/P005_General_06,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_17,,
P034_h1_18,,,P034_000_Angry,,,#FFFFFFFF,,,,,#8e8e8eFF,,,,,,,player/Player/R18_P34_01/P34_general_13,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_18,,
P034_h1_19,,,,,,#8e8e8eFF,,P005_000_Normal,,,#FFFFFFFF,,,,,,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_19,,
P034_h1_20,,,,,,#8e8e8eFF,,P005_000_Laugh,,,#FFFFFFFF,,,,,,,player/Player/R18_P05_01/P005_General_05,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_20,,
P034_h1_21,,1,no,,,,,no,,,,,,,,,,,BGM00,Icon/Images03_HCG/P034_CG1_01,,,T_Dialog_Dialog_P034_h1_21,,
P034_h1_22,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_general_16,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_22,,
P034_h1_23,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_23,,
P034_h1_24,,1,,,,,,,,,,,,,,,,player/Player/R18_P05_01/P005_C01,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_24,,
P034_h1_25,,1,,,,,,,,,,,,,,,,se_h_stripe,,,3,,T_Dialog_Dialog_P034_h1_25,,
P034_h1_26,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_story_02,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_26,,
P034_h1_27,,1,,,,,,,,,,,,,,,,,,,2,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_27,,
P034_h1_28,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_story_01,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_28,,
P034_h1_29,,1,,,,,,,,,,,,,,,,Story_tsutsu_slow,,,4,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_29,,
P034_h1_30,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_story_07,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_30,,
P034_h1_31,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_31,,
P034_h1_32,,1,,,,,,,,,,,,,,,,,,,2,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_32,,
P034_h1_33,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_33,,
P034_h1_34,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_general_14,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_34,,
P034_h1_35,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_general_12,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_35,,
P034_h1_36,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG/P034_CG1_02,4,,T_Dialog_Dialog_P034_h1_36,,
P034_h1_37,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_37,,
P034_h1_38,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_38,,
P034_h1_39,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_39,,
P034_h1_40,,1,,,,,,,,,,,,,,,,,,,1,,T_Dialog_Dialog_P034_h1_40,,
P034_h1_41,,1,,,,,,,,,,,,,,,,Story_putin,,Icon/Images03_HCG/P034_CG1_03,,,T_Dialog_Dialog_P034_h1_41,,
P034_h1_42,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_story_08,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_42,,
P034_h1_43,,1,,,,,,,,,,,,,,,,player/Player/R18_P05_01/P005_C03,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_43,,
P034_h1_44,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_44,,
P034_h1_45,,1,,,,,,,,,,,,,,,,vibrate,,Icon/Images03_HCG_act/P034_CG01_1Loop,,,T_Dialog_Dialog_P034_h1_45,,
P034_h1_46,,1,,,,,,,,,,,,,,,,vibrate,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_46,,
P034_h1_47,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h1_47,,
P034_h1_48,,1,,,,,,,,,,,,,,,,,,,2,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_48,,
P034_h1_49,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h1_49,,
P034_h1_50,,1,,,,,,,,,,,,,,,,vibrate_papa,,Icon/Images03_HCG_act/P034_CG01_1Loop_1,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_50,,
P034_h1_51,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_51,,
P034_h1_52,,1,,,,,,,,,,,,,,,,vibrate_papa,,,4,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_52,,
P034_h1_53,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_53,,
P034_h1_54,,1,,,,,,,,,,,,,,,,vibrate_papa,,,1,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_54,,
P034_h1_55,,1,,,,,,,,,,,,,,,,vibrate,,Icon/Images03_HCG_act/P034_CG01_2Finish,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h1_55,,
P034_h1_56,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h1_56,,
P034_h1_57,,1,,,,,,,,,,,,,,,,vibrate,,Icon/Images03_HCG_act/P034_CG01_3End,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P005_4_25,,
P034_h1_58,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_sexend_01,,,,,T_Dialog_Dialog_P034_h1_58,,
P034_h1_59,,1,,,,,,,,,,,,,,,,player/Player/R18_P05_01/P005_Kill_02,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_59,,
P034_h1_60,,1,,,,,,,,,,,,,,,,player/Player/R18_P05_01/P005_General_03,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h1_60,,
P034_h1_61,,1,,,,,,,,,,,,,,,,vibrate,,,,,T_Dialog_Dialog_P034_h1_61,,
P034_h2_01,P034_h2,,,,,,,,,,,,P034_000_Sad,,,#FFFFFFFF,,player/Player/R18_P34_01/P34_general_14,bgm_scene_07,Icon/Images01_BG/S035,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_01,,
P034_h2_02,,,,,,,,,,,,,,,,#FFFFFFFF,,player/Player/R18_P34_01/P34_general_19,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_02,,
P034_h2_03,,,,,,,,,,,,,P034_000_Surprised,,,#FFFFFFFF,,player/Player/R18_P34_01/P34_general_02,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_03,,
P034_h2_04,,,,,,,,,,,,,P034_000_Sad,,,#FFFFFFFF,,player/Player/R18_P34_01/P34_general_18,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_04,,
P034_h2_05,,,,,,,,,,,,,,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_05,,
P034_h2_06,,,,,,,,,,,,,P034_000_Surprised,,,#8e8e8eFF,,player/Player/R18_P05_01/P005_Training_01,,,,T_Dialog_Speaker_P002_N_2_21,T_Dialog_Dialog_P034_h2_06,,
P034_h2_07,,,,,,,,,,,,,,sleftout,,,,,,,,,T_Dialog_Dialog_P034_h2_07,,
P034_h2_08,,,,,,,,,,,,,no,,,,,,,Icon/Images01_BG/BG_Black,,,T_Dialog_Dialog_P001_4_5,,
P034_h2_09,,,,,,,,,,,,,,,,,,,BGM00,Icon/Images01_BG/S016,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_h2_09,,
P034_h2_10,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_10,,
P034_h2_11,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_11,,
P034_h2_12,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_12,,
P034_h2_13,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_13,,
P034_h2_14,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_hit_01,BGM00,Icon/Images03_HCG/P034_CG2_01,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_14,,
P034_h2_15,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_15,,
P034_h2_16,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_general_16,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_16,,
P034_h2_17,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_h2_17,,
P034_h2_18,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_18,,
P034_h2_19,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_h2_19,,
P034_h2_20,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_20,,
P034_h2_21,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_21,,
P034_h2_22,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_h2_22,,
P034_h2_23,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_story_03,,Icon/Images03_HCG/P034_CG2_02,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_23,,
P034_h2_24,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_24,,
P034_h2_25,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_25,,
P034_h2_26,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_h2_26,,
P034_h2_27,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_sexloop_06,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_27,,
P034_h2_28,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_h2_28,,
P034_h2_29,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_29,,
P034_h2_30,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_30,,
P034_h2_31,,1,,,,,,,,,,,,,,,,,,,4,,T_Dialog_Dialog_P034_h2_31,,
P034_h2_32,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_story_04,,,2,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_32,,
P034_h2_33,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_story_05,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_33,,
P034_h2_34,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_story_06,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_34,,
P034_h2_35,,1,,,,,,,,,,,,,,,,,,,1,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_h2_35,,
P034_h2_36,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_h2_36,,
P034_h2_37,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_37,,
P034_h2_38,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_sexloop_07,,Icon/Images03_HCG/P034_CG2_03,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_38,,
P034_h2_39,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_39,,
P034_h2_40,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_h2_40,,
P034_h2_41,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_41,,
P034_h2_42,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_42,,
P034_h2_43,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG_act/P034_CG02_1Loop,,,T_Dialog_Dialog_P034_h2_43,,
P034_h2_44,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_44,,
P034_h2_45,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_45,,
P034_h2_46,,1,,,,,,,,,,,,,,,,,,,3,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_h2_46,,
P034_h2_47,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG_act/P034_CG02_1Loop_1,2,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_47,,
P034_h2_48,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_48,,
P034_h2_49,,1,,,,,,,,,,,,,,,,,,,4,,T_Dialog_Dialog_P034_h2_49,,
P034_h2_50,,1,,,,,,,,,,,,,,,,,,,1,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_h2_50,,
P034_h2_51,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG_act/P034_CG02_2Finish,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_51,,
P034_h2_52,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_52,,
P034_h2_53,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_sexend_02,,Icon/Images03_HCG_act/P034_CG02_3End,,,T_Dialog_Dialog_P034_h2_53,,
P034_h2_54,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P034_h2_54,,
P034_h2_55,,1,,,,,,,,,,,,,,,,player/Player/R18_P34_01/P34_sexend_01,,,,T_Dialog_Speaker_P034_1_19,T_Dialog_Dialog_P034_h2_55,,
P034_h2_56,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P034_h2_56,,
P035_1_001,P035_1,,,,,,,,,,,,,,,,,,Effect_Wind,Icon/Images01_BG/S006_3,,,T_Dialog_Dialog_P035_1_001,,
P035_1_002,,,,,,,,,,,,,,,,,,Boom,,,,,T_Dialog_Dialog_P035_1_002,,
P035_1_003,,,,,,,,,,,,,P035_000_Disdain,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P002_1_21,T_Dialog_Dialog_P001_4_5,,
P035_1_004,,,,,,,,,,,,,P035_000_Zoneout,,,,,player/Player/R18_P35_01/P35_general_13,,,,T_Dialog_Speaker_P002_1_21,T_Dialog_Dialog_P035_1_004,,
