ID,STACK_TYPE,STACK_LEVEL,STACK_COUNT,BarIcon,BarTip,AttributeStack,HealHPRate,HPShell,HitCountShell,PERIOD,DelayTrigger,TRIGGER_TIME,DMG_RATE,DMG_CONSTANT,ATTRIBUTE_ID,AttributeRate,Energy,ShowText,FX_STATUS,FX_TRIGGER,LIMIT_TYPE,StatusType,IsAura,IsBuff,AuraWorkStatus,AuraWorkRange,AuraTarget,IsRemoveOnSkill,IsRemoveOnHit,OnEndStatus,SpecialFunction,SpecialFunctionValue,IsStackInherit
993555,993551,5,,,,,,,,0.5,,,1.6,,,,,,,,,,,,,,,,,,,,
994528,994506,1,,,,,,,,3,,,,,,,,,FX_trap_buff_020,,2,,,,,,,,,,,,
994005,994001,1,,,,,,,,10,,,,,9043,,,,FX_trap_buff_004,,,,,1,,,,,,,,,
998024,998024,1,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,8,990027-999040-993016-130021-130022-130023-130073-3001-3002-3004-5004-5005-993001-993002-993005-993007-990010-993010-993012-993013-993014-993017-990005-993006-993008-993009-999011-990013-993015-5009-5013,
999070,999070,1,,Icon\Item\Skill\Icon_Skill_P041_002,T_STATUS_BarTip_999070,,,,,15,,,,,9045,,,,R18_P41_skill_1_0_buff,,,,,1,,,,,,,6,999070-999071-999071-999072-999072-999072,
999071,999070,1,,Icon\Item\Skill\Icon_Skill_P041_002,T_STATUS_BarTip_999071,,,,,15,,,,,9046,,,,R18_P41_skill_1_0_buff (2),,,,,1,,,,,,,,,
999072,999070,1,,Icon\Item\Skill\Icon_Skill_P041_002,T_STATUS_BarTip_999072,,,,,15,,,,,9047,,,,R18_P41_skill_1_0_buff (3),,,,,1,,,,,,,,,
991032,991032,1,,,,,,,,10,,,,,9048,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
996011,996001,3,,,,,,,3,10,,,,,,,,,R18_P37_skill_2_0_buff,,,,,1,,,,,,,,,
999073,999073,1,,,,,,,,1,0.4,1,0.25,,,,,,,FX_R18_FE005_act_1_hit,,,,,,,,,,,,,
992030,992030,1,6,Icon\Icon10_ElvHead\Icon01_Head_S_E013,T_STATUS_BarTip_992030,1,,,,15,,,,,140024,,,,,,,,,1,,,,,,,,,
998025,998016,99,,,,,,,,2,,,,,,,,,FX_R18_P14_skill_2_buff,,,,,1,,,,,,,3,,
998026,998016,99,,,,,,,,3,,,,,,,,,FX_R18_P14_skill_2_buff,,,,,1,,,,,,,3,,
998027,998016,99,,,,,,,,4,,,,,,,,,FX_R18_P14_skill_2_buff,,,,,1,,,,,,,3,,
998029,998016,99,,,,,,,,5,,,,,,,,,FX_R18_P14_skill_2_buff,,,,,1,,,,,,,3,,
990047,990047,1,,,,,,,,2,1,2,,,,,,,,,,,1,1,998029,999,Ally_Self,,,,,,
991033,991033,1,4,Icon\Item\Rune\Icon_Rune_Damage,,1,,,,15,,,,,3001,,,,,,,,,1,,,,,,,,,
995508,995501,1,,,,,,,,1,,,,,,,-20,,FX_R18_P14_skill_1_debuff,,,,,,,,,,,,,,
999074,999074,1,,,,,,,,1,0.4,1,0.25,,,,,,,FX_R18_FE005_act_1_hit,,,,,,,,,,,,,
991512,991501,1,,,,,,,,6,,,,,3007,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
996012,996001,5,,,,,,,5,10,,,,,,,,,R18_P37_skill_2_0_buff,,,,,1,,,,,,,,,
993018,993018,1,,,,,0.05,,,1,,,,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
996013,996001,3,,,,,,,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,11,3-0.3-1,
998030,998030,99,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,8,990027-999040-993016-130021-130022-130023-130073-3001-3002-3004-5004-5005-993001-993002-993005-993007-990010-993010-993012-993013-993014-993017-990005-993006-993008-993009-999011-990013-993015-5009-5013,
996014,996001,3,,,,,,,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,11,7-0.12-1,
999075,999074,1,,,,,,,,1,0.4,1,0.3,,,,,,,FX_R18_FE005_act_1_hit,,,,,,,,,,,,,
991034,991034,1,,,,,,,,15,,,,,3015,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
998031,998007,99,,,,,,,,1,,,,,8007,,,,FX_trap_buff_015,,,8,,1,,,,,,,1,,
994529,994506,1,,,,,,,,2,,,,,,,,,FX_trap_buff_020,,2,,,,,,,,,,,,
995509,995501,1,,,,,,,,1,,,,,,,-50,,FX_R18_P14_skill_1_debuff,,,,,,,,,,,,,,
993019,993019,1,,,,,,,,888,,8,0.08,,,,,,FX_trap_buff_002,,,,,1,,,,,,,,,
996015,996001,1,,,,,,,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,11,3-0.03-1,
996016,996001,1,,,,,,,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,11,3-0.04-1,
996017,996001,1,,,,,,,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,11,3-0.05-1,
996018,996001,1,,,,,,,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,11,3-0.06-1,
996019,996001,1,,,,,,,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,11,3-0.07-1,
996020,996001,1,,,,,,,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,11,3-0.08-1,
996021,996001,1,,,,,,,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,11,3-0.09-1,
996022,996001,1,,,,,,,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,11,3-0.1-1,
996023,996001,1,,,,,,,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,11,3-0.11-1,
996024,996001,1,,,,,,,,10,,,,,,,,,FX_R18_trap_buff_005,,,,,1,,,,,,,11,3-0.12-1,
999076,999076,1,,,,,,,,888,,,,,3022,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999077,999076,2,,,,,,,,888,,,,,3023,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999078,999076,3,,,,,,,,888,,,,,3024,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999079,999076,4,,,,,,,,888,,,,,3025,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999080,999076,5,,,,,,,,888,,,,,3026,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999081,999076,6,,,,,,,,888,,,,,3027,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999082,999076,7,,,,,,,,888,,,,,3028,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999083,999076,8,,,,,,,,888,,,,,3029,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999084,999076,9,,,,,,,,888,,,,,3030,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999085,999076,10,,,,,,,,888,,,,,3031,,,,FX_R18_P13_Skill_2_CriDmg_Up,,,,,1,,,,,,,,,
999086,999076,99,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,
991035,991033,2,,,,,,,,35,,,,,9039,,,,,,,,,1,,,,,,,,,1
997501,997501,1,,,,,,,,10,,,,,,,,,FX_trap_buff_021,,,,,,,,,,,,10,,
990048,990048,1,,,,,,,,10.5,0.2,1,,,990048,,,,FX_R18_P42_skill_2_0_Buff,,,,1,1,993556,15,Enemy,,,,,,
993556,993509,1,,,,,,,,1,,,0.3,,,,,,FX_R18_P15_skill_2_hit,,,,,,,,,,,,,,
995006,995001,1,,,,,,,,1,,,,,,,96,,FX_R18_P31_skill_1_buff,,,,,1,,,,,,,,,
990049,990049,1,,,,,,,,1,0.2,1,,,,,,,,,,,1,1,995007,15,Ally_Self,,,,,,
995007,995001,1,,,,,,,,1,,,,,,,144,,FX_R18_P31_skill_1_buff,,,,,1,,,,,,,,,
992031,992031,1,,,,,,,,888,,,,,992031,,,,FX_R18_P31_skill_1_buff,,,,,1,,,,,,,,,
38006,992031,98,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,
992518,992518,1,,,,,,,,1.5,,,,,,,,,R18_P38_skill_2_1_hit,,,,,,,,,,,997031,,,
1301161,130116,99,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
1631013,1631013,1,,,,,,,,3600,,,,,16310131,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1631014,1631013,1,,,,,,,,3600,,,,,16310141,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1631015,1631013,1,,,,,,,,3600,,,,,16310151,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1631016,1631013,1,,,,,,,,3600,,,,,16310161,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1631025,1631025,1,,,,,,,,3600,,,,,16310251,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1631026,1631025,1,,,,,,,,3600,,,,,16310261,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1631027,1631025,1,,,,,,,,3600,,,,,16310271,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1631028,1631025,1,,,,,,,,3600,,,,,16310281,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1631017,1631017,2,,,,,,,,10,,,,,16310171,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
1631018,1631017,3,,,,,,,,10,,,,,16310181,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
1631019,1631017,4,,,,,,,,10,,,,,16310191,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
1631020,1631017,5,,,,,,,,10,,,,,16310201,,,,FX_R18_p10_skill__2_Atk_down,,,,,,,,,,,,,,
1631021,1631021,2,,,,,,,,1.1,,,,,16310211,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
1631022,1631021,3,,,,,,,,1.1,,,,,16310221,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
1631023,1631021,4,,,,,,,,1.1,,,,,16310231,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
1631024,1631021,5,,,,,,,,1.1,,,,,16310241,,,,FX_R18_p10_skill__2_Defense_down,,,,,,,,,,,,,,
1631037,1631037,2,,,,,,,,8,,,,,16310371,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1631038,1631037,3,,,,,,,,8,,,,,16310381,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1631039,1631037,4,,,,,,,,8,,,,,16310391,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1631040,1631037,5,,,,,,,,8,,,,,16310401,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1641009,1641009,1,,,,,,,,6,,,,,16410091,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1641010,1641009,2,,,,,,,,6,,,,,16410101,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1641011,1641009,3,,,,,,,,6,,,,,16410111,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
1641012,1641009,4,,,,,,,,6,,,,,16410121,,,,FX_R18_p10_skill__2_Atk_up,,,,,1,,,,,,,,,
